time,x,y,yaw,velocity,target_velocity,roll,roll_rate,steering_delta,lateral_error,heading_error,wheel_speed_l,wheel_speed_r
0.011944055557250977,5.000232181085405,-9.600182275194959,6.1702405054120266e-09,0.0,0.005,-0.0004167037627109964,5.2437580482715344e-09,0.0014234044352840498,0.0001822751949589474,-6.1702405054120266e-09,1.3342600391263531e-14,-1.3356678280495623e-14
0.02217555046081543,5.000232181085405,-9.600182275194959,6.1702405054120266e-09,0.0,0.01,-0.0004167037627109964,5.2437580482715344e-09,0.0018518842290387535,0.0001822751949589474,-6.1702405054120266e-09,1.8094880142871528e-07,3.744783725733586e-12
0.03250932693481445,5.000232181085405,-9.600182275194959,6.1702405054120266e-09,0.0,0.015,-0.0004167037627109964,5.2437580482715344e-09,0.001981886630334653,0.0001822751949589474,-6.1702405054120266e-09,0.0013723809511623289,0.0013713161293649164
0.04211306571960449,5.000233419507019,-9.600182291769164,-1.5067355150701258e-11,0.00012385331723025579,0.02,-0.0004167394108129077,9.254362670904623e-09,0.002022450681243632,0.00018228991809188244,1.5067355150701258e-11,0.004786414524739269,0.0047836466507420305
0.05215716361999512,5.000233419507019,-9.600182291769164,-1.5067355150701258e-11,0.00012385331723025579,0.025,-0.0004167394108129077,9.254362670904623e-09,0.002036078484454171,0.00018228991809188244,1.5067355150701258e-11,0.010405528909817455,0.010400129365776903
0.062196969985961914,5.000233419507019,-9.600182291769164,-1.5067355150701258e-11,0.00012385331723025579,0.030000000000000002,-0.0004167394108129077,9.254362670904623e-09,0.002041625413355178,0.00018228991809188244,1.5067355150701258e-11,0.017157615171807986,0.017148905464231878
0.07231950759887695,5.000266342772179,-9.600182291617392,2.781846558819505e-10,0.0023711862393993115,0.035,-0.0004167390336247971,7.401170601036682e-08,0.0020443947956199316,0.00018229162191296666,-2.781846558819505e-10,0.02688567143591583,0.026872254140005093
0.08183741569519043,5.000266342772179,-9.600182291617392,2.781846558819505e-10,0.0023711862393993115,0.04,-0.0004167390336247971,7.401170601036682e-08,0.0020466841969170443,0.00018229162191296666,-2.781846558819505e-10,0.04242787642616755,0.04240720056807802
0.09213399887084961,5.000266342772179,-9.600182291617392,2.781846558819505e-10,0.0023711862393993115,0.045,-0.0004167390336247971,7.401170601036682e-08,0.002048829603923865,0.00018229162191296666,-2.781846558819505e-10,0.05323304961489772,0.05320730038976192
0.10210824012756348,5.000390662244073,-9.600182290418935,-4.184149243497222e-10,0.007710497895123592,0.049999999999999996,-0.000416736358507278,2.2257119844766003e-07,0.002050089121133605,0.00018229033548067264,4.184149243497222e-10,0.06830815558922868,0.06827539392054581
0.11311221122741699,5.000390662244073,-9.600182290418935,-4.184149243497222e-10,0.007710497895123592,0.05499999999999999,-0.000416736358507278,2.2257119844766003e-07,0.0020519255535513025,0.00018229033548067264,4.184149243497222e-10,0.08493843693945832,0.08489802169027494
0.12256526947021484,5.000390662244073,-9.600182290418935,-4.184149243497222e-10,0.007710497895123592,0.05999999999999999,-0.000416736358507278,2.2257119844766003e-07,0.002053935060531387,0.00018229033548067264,4.184149243497222e-10,0.10904696290788501,0.10899559331603315
0.13182616233825684,5.000660673233683,-9.600182288130998,-2.0630170784816814e-09,0.01560697260494022,0.06499999999999999,-0.0004167312833616569,2.7306312900859395e-07,0.0020549315345743226,0.000182288256523222,2.0630170784816814e-09,0.13730892634771139,0.1372448450183405
0.14211297035217285,5.000660673233683,-9.600182288130998,-2.0630170784816814e-09,0.01560697260494022,0.06999999999999999,-0.0004167312833616569,2.7306312900859395e-07,0.002056689036278969,0.000182288256523222,2.0630170784816814e-09,0.15669100040558812,0.15661821762640574
0.15193605422973633,5.000660673233683,-9.600182288130998,-2.0630170784816814e-09,0.01560697260494022,0.075,-0.0004167312833616569,2.7306312900859395e-07,0.002058674846282129,0.000182288256523222,2.0630170784816814e-09,0.18008428278383154,0.18000092833783032
0.1618947982788086,5.001108243208104,-9.600182285764708,-3.897077855335111e-09,0.024695723087140083,0.08,-0.0004167260480725158,2.750066747610216e-07,0.002059574400148572,0.00018228638361428295,3.897077855335111e-09,0.21109501874636294,0.21099774482745784
