time,x,y,yaw,velocity,target_velocity,roll,roll_rate,steering_delta,lateral_error,heading_error,wheel_speed_l,wheel_speed_r
0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004868507385253906,0.0,0.0,0.0,0.0,0.005499999911990017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00986790657043457,0.0,0.0,0.0,0.0,0.010499999800231308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020387887954711914,0.0,0.0,0.0,0.0,0.015499999688472599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0313572883605957,0.0,0.0,0.0,0.0,0.02049999957671389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04198002815246582,0.0,0.0,0.0,0.0,0.02549999946495518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.050800323486328125,0.0,0.0,0.0,0.0,0.030499999353196472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06263303756713867,0.0,0.0,0.0,0.0,0.03549999924143776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07486891746520996,0.0,0.0,0.0,0.0,0.040499999129679054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08420109748840332,0.0,0.0,0.0,0.0,0.045499999017920345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09422969818115234,0.0,0.0,0.0,0.0,0.050499998906161636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10471391677856445,0.0,0.0,0.0,0.0,0.05549999879440293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11461305618286133,0.0,0.0,0.0,0.0,0.06049999868264422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12436318397521973,0.0,0.0,0.0,0.0,0.06549999857088551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13471627235412598,0.0,0.0,0.0,0.0,0.0704999984591268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14455938339233398,0.0,0.0,0.0,0.0,0.07549999834736809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1544027328491211,0.0,0.0,0.0,0.0,0.08049999823560938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16484880447387695,0.0,0.0,0.0,0.0,0.08549999812385067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
